Timestamp,Data,Target,Prediction
Mon Oct 09 15:19:01 2017,18,17,16.925447
Mon Oct 09 15:19:01 2017,18,17,16.886686
Mon Oct 09 15:19:02 2017,18,17,16.869194
Mon Oct 09 15:19:02 2017,18,17,16.895329
Mon Oct 09 15:19:03 2017,18,17,16.900963
Mon Oct 09 15:19:04 2017,18,17,16.968801
Mon Oct 09 15:19:04 2017,18,17,17.020508
Mon Oct 09 15:19:05 2017,18,17,17.050322
Mon Oct 09 15:19:05 2017,19,17,17.010263
Mon Oct 09 15:19:06 2017,18,17,17.057615
Mon Oct 09 15:19:06 2017,18,17,17.054104
Mon Oct 09 15:19:07 2017,18,17,17.070946
Mon Oct 09 15:19:07 2017,18,17,17.05195
Mon Oct 09 15:19:08 2017,19,17,17.052116
Mon Oct 09 15:19:08 2017,19,17,17.007174
Mon Oct 09 15:19:09 2017,19,17,17.053461
Mon Oct 09 15:19:09 2017,19,17,17.069368
Mon Oct 09 15:19:10 2017,19,17,17.066034
Mon Oct 09 15:19:10 2017,19,17,17.057808
Mon Oct 09 15:19:11 2017,20,17,17.057798
Mon Oct 09 15:19:11 2017,20,17,17.081173
Mon Oct 09 15:19:12 2017,19,17,17.10107
Mon Oct 09 15:19:12 2017,19,17,17.094019
Mon Oct 09 15:19:13 2017,19,17,17.10146
Mon Oct 09 15:19:13 2017,18,18,17.080965
Mon Oct 09 15:19:14 2017,18,18,17.519308
Mon Oct 09 15:19:14 2017,18,17,17.853548
Mon Oct 09 15:19:15 2017,18,16,17.650549
Mon Oct 09 15:19:15 2017,19,16,17.017431
Mon Oct 09 15:19:16 2017,18,16,16.53679
Mon Oct 09 15:19:16 2017,19,16,16.168272
Mon Oct 09 15:19:17 2017,18,16,15.96087
Mon Oct 09 15:19:17 2017,19,17,15.826823
Mon Oct 09 15:19:18 2017,18,16,16.207676
Mon Oct 09 15:19:18 2017,19,16,16.036463
Mon Oct 09 15:19:19 2017,19,17,15.952603
Mon Oct 09 15:19:19 2017,18,16,16.368084
Mon Oct 09 15:19:20 2017,18,16,16.277128
Mon Oct 09 15:19:20 2017,18,16,16.192038
Mon Oct 09 15:19:21 2017,19,16,16.074196
Mon Oct 09 15:19:21 2017,19,17,16.005413
Mon Oct 09 15:19:22 2017,19,18,16.397127
Mon Oct 09 15:19:22 2017,19,18,17.152512
Mon Oct 09 15:19:23 2017,18,17,17.735956
Mon Oct 09 15:19:24 2017,20,17,17.69936
Mon Oct 09 15:19:24 2017,20,17,17.59622
Mon Oct 09 15:19:25 2017,20,18,17.510952
